,Company Name,Jun 2010,Sep 2010,Dec 2010,Mar 2011,Jun 2011,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Jun 2016,Sep 2016,Dec 2016,Mar 2017,Jun 2017,Sep 2017,Dec 2017,Mar 2018,Jun 2018,Sep 2018,Dec 2018,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025
1613,S P A Capital Services Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8,125.6,151.75,165.8,165.0,169.95,180.0
1614,S P Capital Financing Ltd.,21.6,61.0,54.4,56.0,33.5,49.7,66.0,100.85,125.05,100.65,42.85,44.0,43.5,42.3,40.0,16.9,20.5,22.0,39.75,25.0,21.0,21.45,23.8,19.95,31.9,24.25,14.6,20.0,15.15,16.1,16.0,24.0,29.5,25.95,18.0,14.25,13.78,19.6,18.6,15.8,15.75,14.25,12.66,15.4,20.0,21.2,29.05,17.95,16.45,17.3,17.6,16.17,16.39,23.36,27.65,24.75,46.11,54.22,65.47,47.5,48.15,49.0,64.13
1615,S P E L Semiconductor Ltd.,15.74,18.0,14.25,10.44,12.85,10.74,8.79,7.71,7.74,7.45,8.24,6.01,5.28,5.1,4.74,6.48,8.5,11.33,14.2,10.13,8.35,13.42,25.35,13.39,12.49,11.95,17.8,15.3,11.9,10.11,22.2,11.44,9.83,8.16,9.08,7.3,4.96,4.56,3.06,2.99,5.02,8.75,15.17,13.92,14.2,15.95,46.1,64.85,46.65,56.0,50.6,33.7,56.59,57.78,76.51,124.3,214.75,199.9,176.6,122.7,128.25,209.9,199.0
1616,S P L Industries Ltd. (Delhi),9.1,9.98,7.2,5.1,4.02,2.45,2.18,2.41,2.96,2.98,4.1,3.4,3.5,3.87,6.65,6.44,8.79,9.43,8.55,10.27,10.05,18.43,29.9,22.0,32.7,28.0,26.3,23.8,20.95,19.3,23.15,23.25,25.0,45.8,65.6,46.75,43.2,33.05,33.7,22.0,33.2,27.35,34.2,33.3,43.0,46.9,47.4,64.95,49.0,59.0,74.6,58.04,69.66,63.93,69.02,53.03,61.63,60.5,60.02,33.04,43.6,38.52,41.27
1617,S P M L Infra Ltd.,194.9,281.75,219.25,158.5,157.25,125.35,75.35,82.05,72.35,69.1,65.3,45.7,38.95,28.4,28.0,38.45,66.05,79.0,86.25,73.7,61.6,81.95,79.75,60.0,78.0,66.15,55.5,60.6,134.6,138.15,153.75,87.95,91.05,45.5,39.6,29.8,17.6,11.02,11.95,5.01,10.2,8.63,14.94,9.84,11.52,11.1,27.6,57.45,36.3,33.9,26.65,17.0,43.95,49.03,94.12,129.15,159.35,272.05,251.85,158.75,243.5,237.25,227.4
1618,S P V Global Trdg. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,13.12,0.0,0.0,13.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,S R E I Infrastructure Finance Ltd.,81.4,91.9,109.35,44.45,43.0,33.9,24.35,25.95,24.3,27.4,44.1,26.75,22.1,17.75,23.7,27.35,50.9,47.5,47.55,42.55,34.95,43.85,55.6,55.25,71.85,68.65,74.05,83.05,116.65,102.45,99.85,73.6,62.15,32.35,36.2,29.8,17.95,9.3,7.93,3.58,9.67,6.58,6.6,5.06,14.24,8.69,5.67,5.1,3.99,4.65,3.61,2.17,2.15,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,S R F Ltd.,235.05,287.75,353.7,318.3,285.25,309.9,239.25,248.7,206.2,224.1,200.7,168.95,144.25,165.0,221.55,360.15,592.5,752.5,872.95,990.0,1229.6,1122.15,1263.15,1305.85,1312.15,1775.1,1542.2,1625.95,1538.55,1538.8,1984.1,1957.8,1694.85,1706.2,1998.55,2404.1,3043.5,2751.75,3435.85,2779.3,3604.8,4129.45,5571.8,5406.5,7274.7,11285.7,2420.55,2678.45,2249.35,2503.9,2291.6,2406.2,2290.25,2248.55,2480.05,2557.55,2432.4,2497.3,2237.5,2939.35,3244.85,2823.35,3026.75
1621,S R M Energy Ltd.,17.0,31.25,31.9,26.5,29.25,22.5,26.35,18.0,13.35,9.2,8.02,7.4,6.99,6.56,4.76,4.9,5.73,8.76,5.2,3.19,6.72,8.03,7.59,7.5,7.6,7.2,6.18,4.8,0.0,4.66,4.66,4.28,4.07,3.9,0.0,3.8,4.27,3.0,2.28,2.25,2.25,2.14,2.24,2.46,2.4,3.19,8.75,7.79,7.8,7.6,5.73,7.8,3.24,5.71,15.72,25.62,15.53,18.39,14.79,6.1,12.69,13.65,22.42
1622,S S P D L Ltd.,30.0,60.55,38.75,24.2,19.95,16.0,14.75,13.65,15.25,19.94,16.65,12.05,9.9,5.39,12.6,9.46,17.75,13.56,13.21,23.2,24.8,34.25,58.45,49.55,80.3,79.55,73.0,79.55,69.35,101.5,86.95,52.25,37.15,29.65,44.9,32.65,27.05,27.55,19.1,19.4,16.0,11.5,13.8,12.03,16.99,15.6,27.45,13.5,17.25,16.65,17.0,13.7,16.66,14.81,23.39,14.86,18.76,22.99,21.41,15.75,19.6,17.71,16.03
1623,S T E L Holdings Ltd.,0.0,0.0,0.0,15.0,14.95,14.16,10.28,12.5,13.97,14.37,13.02,9.56,10.31,8.51,10.65,15.12,32.1,29.15,28.5,23.45,21.0,27.0,35.0,25.5,28.75,44.8,44.15,67.85,76.2,90.25,122.3,98.55,91.4,97.0,104.8,100.65,84.0,71.5,59.85,38.6,57.4,57.55,69.45,82.8,114.35,189.9,155.15,114.85,103.45,142.3,162.0,144.6,142.1,222.0,321.6,319.95,459.25,574.2,405.3,387.15,408.45,409.35,410.15
1624,S T L Global Ltd.,8.25,7.41,6.53,5.2,4.2,4.19,2.9,3.53,3.83,3.14,2.85,2.77,2.42,1.65,1.86,1.28,2.33,1.92,1.72,1.63,2.62,2.73,6.27,5.25,6.25,16.41,15.85,12.77,14.58,14.5,21.0,16.9,10.99,11.8,8.89,6.04,10.25,7.99,6.1,5.84,9.48,8.11,8.33,8.19,14.28,12.58,24.0,33.45,24.5,24.0,17.85,15.8,13.91,15.79,15.75,14.77,17.49,17.65,18.28,10.56,16.09,15.18,13.63
1625,S V A India Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,S V C Industries Ltd.,1.54,1.66,1.99,1.2,1.15,1.09,0.76,0.8,0.73,0.71,0.0,0.0,0.0,0.0,2.59,0.68,1.33,0.98,0.84,0.57,1.01,0.82,0.86,0.6,0.96,0.8,0.98,0.8,0.73,0.76,0.0,0.76,0.76,0.76,0.76,0.76,1.59,1.72,0.92,1.32,1.31,0.89,1.0,1.0,1.82,2.63,8.76,4.84,3.41,3.17,3.0,2.17,2.59,3.11,3.87,2.95,4.02,5.48,3.92,3.52,4.13,3.97,4.07
1627,S V P Global Textiles Ltd.,213.5,182.65,60.75,54.9,92.75,109.5,105.0,0.0,0.0,115.75,133.9,127.25,0.0,195.9,245.55,232.15,115.75,149.0,154.4,24.9,18.6,32.65,42.0,41.6,83.2,159.25,135.0,256.5,392.95,316.4,589.8,323.7,263.5,313.35,280.0,320.4,362.5,350.0,362.35,298.15,325.0,417.3,548.95,68.55,87.25,120.05,75.7,44.4,35.55,30.3,28.7,10.32,10.6,8.4,9.9,5.97,7.85,6.97,5.15,2.83,3.39,3.61,3.51
1628,S V Trading & Agencies Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0
1629,Sabrimala Industries India Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.77,15.0,10.7,19.2,0.0,18.25,0.0,16.45,15.65,9.31,7.22,6.18,6.48,6.16,0.0,6.16,4.77,8.5,4.5,3.53,2.49,2.87,3.6,3.08,3.37,4.07,4.05,4.68,4.91,5.4,6.21,8.65,11.25,19.32,9.81,9.87,12.47,13.73
1630,Sadbhav Engineering Ltd.,1271.5,1484.5,119.0,123.75,133.9,132.0,99.85,154.8,143.85,146.7,133.5,119.4,94.85,59.85,88.35,97.95,196.05,224.4,261.4,338.6,291.15,295.9,341.5,293.5,292.15,280.6,272.9,306.95,310.75,291.6,425.9,395.55,284.65,216.4,210.85,249.15,246.7,141.2,107.8,28.3,45.15,48.35,62.5,62.3,93.35,48.8,37.9,26.4,14.8,13.53,15.96,8.64,11.0,13.89,21.4,28.63,28.03,33.2,26.96,10.79,12.64,11.77,11.99
1631,Sadhana Nitro Chem Ltd.,20.5,32.6,28.95,17.0,19.25,19.8,12.67,15.8,13.14,14.75,11.0,9.8,9.39,10.13,8.46,7.66,9.65,16.55,14.6,13.15,16.75,19.35,29.7,17.25,22.45,22.9,27.2,42.05,66.35,68.85,94.7,218.75,588.05,1151.5,881.1,331.65,156.8,111.3,112.7,112.2,30.7,23.6,24.3,25.6,64.65,36.85,57.4,131.9,135.05,134.7,114.85,114.5,123.8,83.57,86.78,62.49,68.25,56.3,40.34,16.91,9.05,9.45,7.78
1632,Safari Industries (India) Ltd.,68.05,84.9,91.15,97.85,88.6,154.45,154.0,159.45,175.0,174.6,273.85,292.0,354.0,285.0,322.0,375.05,647.75,825.0,800.0,801.5,780.0,850.0,965.0,999.0,918.0,950.0,1088.75,1407.4,1512.7,342.85,605.8,534.85,617.95,703.35,791.9,724.55,679.75,593.4,619.0,401.3,366.3,395.45,518.25,605.05,658.4,868.9,893.0,968.5,922.8,1647.7,1683.85,2048.15,2973.75,3914.5,1949.45,1725.9,2038.35,2349.3,2602.9,1977.45,2158.75,2179.5,2130.0
1633,Sagar Cements Ltd.,145.65,145.6,150.85,138.5,138.0,135.55,145.55,163.4,181.55,210.0,289.4,234.0,194.0,185.0,170.25,162.55,306.15,329.25,316.0,295.5,377.4,377.4,437.9,386.6,683.75,668.8,620.7,795.05,816.45,830.7,848.4,924.55,796.3,686.1,683.25,653.9,660.5,612.1,532.9,305.7,334.4,514.7,657.3,714.15,1099.3,294.0,269.55,246.9,171.5,199.2,234.35,189.2,214.2,233.1,254.7,208.55,250.35,232.0,223.4,179.55,239.7,248.1,227.15
1634,Sagar Productions Ltd.,0.46,0.39,0.33,0.26,0.24,0.23,0.21,0.21,0.53,0.38,0.23,0.1,0.02,0.46,0.79,0.39,1.01,0.87,0.89,0.61,0.8,0.0,3.93,6.52,6.55,6.55,12.0,11.9,13.5,0.0,0.0,13.73,12.98,11.7,7.42,6.7,7.02,11.2,11.27,9.5,10.8,4.9,8.21,4.97,2.94,2.35,3.08,3.23,2.5,3.0,2.14,2.09,3.69,3.99,5.54,5.4,5.16,3.84,4.43,3.68,3.35,3.22,3.58
1635,Sagarsoft (India) Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,34.05,28.0,29.0,80.2,75.95,162.6,92.15,97.05,98.1,82.2,52.1,41.75,31.25,42.3,81.9,89.1,80.25,258.85,191.8,222.85,165.05,153.9,146.0,142.0,142.0,143.5,139.75,198.45,198.1,198.0,218.95,197.0,145.3,155.55,125.0,110.0
1636,Sahara One Media & Entertainment Ltd.,162.0,181.1,176.45,151.8,156.05,145.15,108.0,143.0,132.95,117.95,97.0,77.5,66.65,57.0,61.9,65.9,107.0,94.95,69.0,75.25,69.8,73.45,67.0,71.85,42.65,76.85,90.0,75.0,40.0,50.7,69.0,42.1,32.0,32.4,21.05,19.8,17.5,17.15,10.78,9.41,10.87,15.0,15.2,33.55,26.85,29.95,30.0,24.4,24.0,20.15,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,Sai Capital Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,19.8,15.3,15.85,0.0,16.1,0.0,0.0,0.0,0.0,0.0,41.85,100.95,136.9,143.85,111.05,146.95,132.85,130.0,145.1,155.0,185.75,361.15,206.3,242.25,231.0,218.25
1638,Saka Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,Saksoft Ltd.,55.6,48.2,48.3,46.4,58.3,77.2,45.95,60.9,61.55,58.4,42.9,35.05,43.15,39.15,62.85,66.5,93.6,133.0,133.0,139.9,134.3,133.5,320.0,226.1,205.0,200.0,296.3,249.95,219.9,197.05,231.05,221.7,210.7,244.8,299.05,280.95,325.3,250.0,204.35,134.95,187.65,369.3,386.2,360.4,570.0,1086.7,983.35,895.25,803.05,102.35,122.95,144.9,308.2,326.5,320.4,254.8,279.8,277.5,214.9,146.95,201.2,198.1,190.0
1640,Sakthi Finance Ltd.,11.3,13.34,12.96,8.79,12.62,9.64,9.85,10.99,12.15,11.4,12.75,10.76,11.1,11.5,10.9,10.75,14.9,17.19,18.15,16.75,17.9,19.75,20.9,19.05,35.35,37.15,30.6,31.2,31.3,35.15,37.15,31.6,24.4,20.5,20.8,18.0,14.75,14.11,14.97,12.52,14.15,14.8,14.71,16.55,23.65,17.45,30.9,21.05,21.15,30.0,35.0,28.69,31.07,33.78,48.32,47.97,56.99,80.26,59.54,44.13,49.68,44.04,44.0
1641,Sakthi Sugars Ltd.,55.85,63.45,57.15,37.5,35.1,26.3,19.7,25.1,25.6,32.35,26.45,19.8,14.7,13.66,15.6,18.05,25.45,16.4,16.55,13.0,14.63,15.07,31.8,36.5,47.3,37.05,35.8,33.0,27.8,25.65,23.85,16.15,13.75,13.89,13.18,11.35,9.29,8.89,8.89,7.3,9.63,8.42,10.08,9.46,18.4,15.25,15.27,13.58,16.0,22.6,26.45,20.16,24.62,32.55,28.68,29.64,39.39,39.89,30.65,20.49,25.39,21.22,20.99
1642,Salzer Electronics Ltd.,97.35,118.1,81.4,53.2,61.8,57.25,43.05,57.75,56.35,61.8,54.05,54.4,48.0,51.2,56.05,61.95,101.55,179.15,202.9,233.8,246.5,226.5,235.5,187.2,225.45,208.8,169.5,186.25,199.0,171.5,232.7,198.85,181.05,151.25,136.2,117.65,123.15,130.3,109.35,60.95,86.35,92.8,127.65,122.1,162.1,161.3,188.9,183.85,170.4,247.45,246.1,253.35,353.7,369.7,404.05,838.3,899.8,919.3,1373.2,1075.6,922.5,752.35,848.95
1643,Sambandam Spinning Mills Ltd.,81.0,131.6,120.0,99.0,88.8,74.1,58.25,66.7,60.35,70.5,82.85,71.4,74.0,75.0,75.0,66.2,84.0,89.4,78.0,59.9,68.0,73.95,88.5,66.5,65.65,90.65,125.75,101.45,126.0,144.9,150.8,115.0,106.95,100.0,94.55,91.15,86.3,73.75,61.95,50.5,54.05,50.4,65.5,94.0,187.7,210.9,243.7,214.6,189.95,182.8,154.5,133.0,140.2,171.15,177.0,142.0,165.5,165.15,175.2,125.6,135.9,119.65,117.05
1644,Sambhaav Media Ltd.,3.33,3.44,2.44,1.7,1.58,1.22,0.78,0.79,2.6,2.26,2.17,1.05,1.57,1.01,0.85,1.9,2.59,2.0,1.57,3.14,3.46,4.55,8.89,4.7,4.05,6.35,5.66,6.34,8.75,11.35,15.62,9.19,7.16,5.0,5.18,4.3,3.6,2.76,2.74,1.69,2.52,1.99,2.09,2.01,3.72,3.0,6.79,4.06,3.61,4.65,3.96,2.51,3.1,3.23,3.95,5.0,4.7,5.99,7.72,5.31,7.09,6.3,8.27
1645,Sampre Nutritions Ltd.,0.0,0.0,0.0,8.7,8.79,10.2,6.69,7.73,7.8,8.05,10.92,10.0,8.92,7.6,10.02,9.58,9.5,10.93,10.15,8.4,9.45,18.36,29.35,55.05,53.55,41.95,39.7,40.95,34.6,40.0,80.3,49.55,43.45,35.7,39.0,28.05,14.15,16.1,18.15,17.0,26.6,11.25,24.33,14.65,16.7,17.3,31.6,32.55,32.3,182.1,150.9,91.26,86.26,48.29,75.53,68.13,59.91,68.0,63.7,22.43,34.43,121.28,159.45
1646,Samsrita Labs Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,11.76,7.9,8.09,9.81,13.77,18.35,19.7,33.65,46.05,50.35,47.5,36.9,31.0,43.2,60.0,71.5,57.0,56.85,49.5,38.25,43.65,30.75,42.05,27.3,28.5,23.6,26.15,31.25,22.38,18.0,16.26,17.33,14.86,16.7,25.25,23.19,14.0,20.3,19.05,20.65
1647,Samtex Fashions Ltd.,24.6,32.4,32.3,27.95,26.45,23.55,18.0,17.9,17.35,18.0,17.25,12.52,15.0,12.05,15.05,18.5,29.25,55.75,41.65,54.05,89.2,12.65,17.85,12.0,13.9,12.21,10.62,5.84,3.26,5.65,5.99,3.26,2.38,1.45,1.6,1.46,0.68,0.49,0.49,0.49,0.75,0.69,0.83,1.12,1.52,1.1,8.62,3.28,3.23,2.65,3.04,1.87,2.26,2.63,2.26,2.02,2.64,2.81,2.89,2.4,2.7,2.32,2.16
1648,Samvardhana Motherson Intl. Ltd.,145.3,182.55,181.85,214.4,225.8,176.9,135.0,186.0,163.8,223.05,197.75,193.15,198.05,230.45,182.55,255.9,324.25,395.25,456.5,513.35,517.1,230.25,293.35,266.9,290.3,317.65,325.75,372.8,459.9,336.3,378.8,311.75,284.25,256.8,166.75,149.25,121.9,104.9,146.55,61.05,94.6,114.85,165.2,201.55,242.1,226.0,223.6,139.35,118.15,108.8,74.15,67.08,85.75,95.96,102.0,117.05,190.3,211.55,156.15,131.0,154.8,105.63,106.95
1649,Samyak International Ltd.,17.65,20.0,15.35,18.05,22.0,23.21,17.15,18.05,20.45,11.75,9.56,15.55,23.25,25.5,24.1,23.8,21.05,24.65,14.9,10.45,25.35,19.5,15.1,24.95,21.1,22.9,11.05,9.58,9.67,9.93,10.6,10.93,13.39,12.64,12.95,13.88,13.24,13.35,12.02,11.42,10.31,8.49,15.98,17.65,19.9,15.2,16.2,21.1,19.75,19.4,22.0,21.96,18.92,18.76,19.08,25.13,30.9,57.57,41.85,36.99,29.67,23.67,24.3
1650,Sanco Trans Ltd.,301.0,309.15,308.8,185.0,188.6,235.0,200.0,223.5,215.0,219.3,210.1,175.45,170.5,148.0,163.95,191.9,242.0,268.0,266.0,284.7,300.0,295.0,328.6,246.4,253.65,270.0,260.0,273.0,270.0,268.0,271.95,250.35,253.85,235.0,226.8,215.0,200.0,185.0,160.0,120.0,149.95,119.25,194.2,222.5,257.9,480.65,545.0,666.95,703.9,725.5,859.95,698.95,655.45,705.0,661.85,650.0,750.0,759.0,750.0,745.7,738.0,745.0,699.7
1651,Sandesh Ltd.,221.8,245.05,262.7,265.75,276.75,276.05,247.85,250.2,255.75,247.5,270.6,269.55,266.0,250.0,245.0,280.2,357.45,364.85,492.65,502.25,554.5,655.75,878.75,698.75,811.05,1008.05,860.0,979.3,854.5,897.0,1466.45,993.3,905.0,898.9,750.7,760.0,660.4,581.0,625.2,436.8,495.0,501.25,634.7,644.85,805.7,787.05,741.0,652.05,682.45,731.65,1232.45,961.3,915.0,1018.1,1124.0,1173.25,1548.1,1799.55,1600.75,1090.1,1161.05,1166.0,1175.0
1652,Sandhar Technologies Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.7,317.2,320.15,261.2,280.25,242.7,249.35,128.7,194.25,244.0,230.0,205.7,246.05,276.1,253.1,218.35,247.3,224.8,224.8,202.0,316.4,406.3,492.75,522.7,548.75,556.1,508.65,380.4,538.15,445.0,544.95
1653,Sandu Pharmaceuticals Ltd.,17.07,14.3,14.22,12.41,13.59,12.61,12.91,14.65,14.25,14.46,14.5,12.0,11.9,11.0,9.85,9.92,12.87,15.03,15.9,22.0,26.4,26.45,38.6,24.65,29.5,29.25,36.4,31.75,30.05,24.35,33.0,28.65,20.8,29.35,24.0,21.8,21.0,15.8,14.0,11.75,20.57,23.5,42.3,31.95,55.35,50.15,70.15,70.35,64.4,65.8,66.9,52.2,55.73,74.1,68.1,57.39,57.13,59.05,57.26,48.99,50.75,46.64,43.49
1654,Sandur Manganese & Iron Ores Ltd.,582.7,627.0,723.25,596.45,574.7,457.9,289.55,404.25,452.6,478.1,390.2,333.9,380.1,495.0,619.85,547.15,712.4,612.95,561.15,587.75,548.7,617.0,474.4,464.0,576.15,495.25,772.05,694.25,769.65,833.75,1204.15,1119.0,874.9,1066.65,1030.9,951.6,777.45,680.3,700.55,371.4,557.5,662.95,1074.8,1012.15,1933.9,1736.6,2477.35,3528.45,2437.9,758.15,813.8,1027.8,1232.4,1510.15,2906.85,362.4,543.15,493.35,413.1,439.95,477.8,168.85,210.2
1655,Sangam (India) Ltd.,38.85,44.3,42.0,43.85,40.3,29.55,33.1,46.75,47.85,55.75,51.0,34.0,41.25,28.05,35.85,35.1,54.8,82.8,77.3,78.15,149.6,263.2,306.0,249.1,274.15,252.05,246.5,276.05,262.15,197.2,190.2,119.5,81.65,60.3,68.25,65.55,52.05,38.45,61.0,35.3,48.8,46.9,76.85,73.55,105.25,166.8,348.15,258.45,272.2,278.9,243.65,215.4,300.45,342.3,426.45,438.55,408.8,466.6,414.95,436.5,488.15,434.15,455.0
1656,Sanghvi Movers Ltd.,191.15,178.5,176.85,112.7,117.65,119.15,87.4,109.15,104.25,95.5,95.9,67.85,54.5,41.1,45.8,68.95,164.75,155.25,193.85,272.7,325.1,318.9,349.0,285.2,273.15,236.95,200.0,243.65,234.45,134.75,190.35,177.1,190.05,114.4,111.6,110.85,117.55,90.05,83.0,48.95,59.0,81.15,108.05,99.85,200.8,192.9,235.7,184.5,224.9,224.85,323.9,349.75,481.8,681.3,818.75,1353.25,1064.1,407.35,306.7,244.05,279.45,360.65,391.7
1657,Sanjivani Paranteral Ltd.,43.5,58.55,51.35,38.75,32.25,32.5,24.05,31.05,26.75,24.5,24.0,14.8,16.0,18.05,15.85,15.1,20.6,20.55,14.7,15.95,15.5,26.15,75.0,30.55,28.7,16.25,15.2,13.01,8.26,5.85,5.45,5.49,7.32,7.15,3.7,4.83,8.26,7.01,8.72,8.7,8.09,9.31,10.17,11.0,16.49,26.9,37.6,65.5,45.95,54.0,38.9,41.43,62.47,107.75,180.1,150.05,203.85,308.2,388.45,239.7,214.8,221.75,198.45
1658,Sankhya Infotech Ltd.,30.9,27.55,27.2,17.5,23.0,14.9,13.9,13.3,12.2,12.0,10.55,7.59,6.37,5.61,10.14,7.49,9.65,10.99,23.85,17.3,12.9,15.25,37.5,29.05,19.85,26.1,30.7,58.3,49.35,43.35,100.7,99.1,95.2,56.2,65.85,69.85,26.8,8.22,3.01,2.33,4.31,3.7,4.22,3.04,7.53,8.09,11.36,5.61,7.13,8.16,7.88,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,Sanofi India Ltd.,1930.45,1970.4,1949.55,2002.2,2067.65,2339.55,2320.3,2209.25,2156.9,2373.75,2290.6,2581.85,2420.55,2625.1,2762.5,3001.85,3123.5,3291.05,3593.4,3355.0,3516.45,4111.25,4357.75,3999.9,4435.1,4157.25,4296.8,4715.3,4161.5,4134.45,4714.4,5163.05,5185.5,6291.65,6352.7,5835.15,5657.8,5881.6,7015.55,6242.15,7882.8,8640.0,8317.85,7877.2,7690.0,7795.7,7893.0,7506.4,6436.4,5788.05,5849.65,5739.9,6907.2,7206.5,8067.1,8118.25,6493.7,7059.15,6120.95,5727.45,6375.85,4650.85,4746.3
1660,Sansera Engineering Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.45,775.3,678.2,661.45,704.8,745.65,744.95,870.55,937.1,1018.15,1023.9,1290.15,1683.95,1489.2,1215.8,1379.3,1372.6,1475.75
1661,Sanwaria Consumer Ltd.,46.95,62.9,148.55,248.75,32.55,18.05,10.01,28.55,32.35,46.55,36.2,27.05,32.8,22.5,9.39,6.84,9.52,8.85,7.51,5.88,5.3,6.45,6.04,6.12,5.9,5.74,4.96,8.03,13.92,7.39,26.3,19.95,11.05,11.72,11.32,9.1,5.7,2.16,1.74,1.03,4.01,1.76,1.33,0.57,0.87,0.67,1.4,1.11,0.86,0.79,0.72,0.44,0.42,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
